SourcePolityLongName,SuccessorPolityLongName,SourcePolityID,SuccessorPolityID,SuccessionType,Rationale,Citation,ChainOfThought,ModelID,ModelFingerprint,ModelTimestamp
Middle Bronze Age in Central Anatolia,Hatti - Old Kingdom,tr_central_anatolia_mba,tr_hatti_old_k,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Middle Formative Basin of Mexico,Late Formative Basin of Mexico,mx_basin_of_mexico_4,mx_basin_of_mexico_5,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Middle Greater Coclé,Late Greater Coclé,pa_cocle_2,pa_cocle_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Middle Merovingian,Proto-Carolingian,fr_merovingian_emp_2,fr_merovingian_emp_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Middle Postclassic Basin of Mexico,Aztec Empire,mx_basin_of_mexico_10,mx_aztec_emp,territorial consolidation,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Middle Roman Republic,Late Roman Republic,it_roman_rep_2,it_roman_rep_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Middle Wagadu Empire,Almoravids,mr_wagadu_2,ma_almoravid_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Middle and Late Nok,Proto-Yoruboid,ni_nok_2,ni_proto_yoruboid,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Middle and Late Nok,Middle and Late Nok,ni_nok_1,ni_nok_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mitanni Kingdom,Middle Assyrian Empire,sy_mitanni_k,iq_middle_assyrian_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mitanni Kingdom,Hatti - New Kingdom,sy_mitanni_k,tr_hatti_new_k,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Modern France I,Nazi Germany,fr_france_modern_1,de_ns_germany,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Monagrillo,La Mula-Sarigua,pa_monagrillo,pa_la_mula_sarigua,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mongol Empire,Great Yuan,mn_mongol_emp,cn_yuan_dyn,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mongol Empire,Ilkhanate,mn_mongol_emp,ir_il_khanate,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mongol Empire,Golden Horde,mn_mongol_emp,ru_golden_horde,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mongol Empire,Chagatai Khanate,mn_mongol_emp,uz_chagatai_khanate,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mongolian People's Republic,,mn_mongolia_peoples_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Monopalatial Crete,Postpalatial Crete,gr_crete_mono_palace,gr_crete_post_palace_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Monte Alban II,Monte Alban III,mx_monte_alban_2,mx_monte_alban_3_a,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Monte Alban III,Monte Alban IIIB and IV,mx_monte_alban_3_a,mx_monte_alban_3_b_4,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Monte Alban IIIB and IV,Monte Alban V Early Postclassic,mx_monte_alban_3_b_4,mx_monte_alban_5_a,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Monte Alban Late I,Monte Alban II,mx_monte_alban_1_late,mx_monte_alban_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Monte Alban V,Spanish Empire I,mx_monte_alban_5,es_spanish_emp_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Monte Alban V Early Postclassic,Monte Alban V Late Postclassic,mx_monte_alban_5_a,mx_monte_alban_5_b,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Monte Alban V Late Postclassic,Spanish Empire I,mx_monte_alban_5_b,es_spanish_emp_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mossi,Modern France I,bf_mossi_k_1,fr_france_modern_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mubari,Kingdom of Nyinginya,rw_mubari_k,Early Niynginya,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mughal Empire,British Empire II,in_mughal_emp,gb_british_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Mutapa,British Empire II,zi_mutapa,gb_british_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Nabataean Kingdom,Roman Empire - Principate,jo_nabataean_k,it_roman_principate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Nanzhao Kingdom,,cn_nanzhao_k,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Napoleonic France,Modern France I,fr_france_napoleonic,fr_france_modern_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Naqada I,Naqada II,eg_naqada_1,eg_naqada_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Naqada II,Egypt - Dynasty 0,eg_naqada_2,eg_naqada_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Nara Kingdom,Heian,jp_nara,jp_heian,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Nawabs of Bengal,British East India Company,bd_nawabs_of_bengal,in_east_india_co,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Nayaks of Madurai,Carnatic Sultanate,in_madurai_nayaks,in_carnatic_sul,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Nayaks of Thanjavur,Thanjavur Maratha Kingdom,in_thanjavur_nayaks,in_thanjavur_maratha_k,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Nazi Germany,Second Austrian Republic,de_ns_germany,at_austrian_rep_2,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Ndorwa,Kingdom of Nyinginya,rw_ndorwa_k,Early Niynginya,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Neguanje,Tairona,co_neguanje,co_tairona,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Neo-Assyrian Empire,Neo-Babylonian Empire,iq_neo_assyrian_emp,iq_neo_babylonian_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Neo-Assyrian Empire,Median Persian Empire,iq_neo_assyrian_emp,ir_median_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Neo-Babylonian Empire,Achaemenid Empire,iq_neo_babylonian_emp,ir_achaemenid_emp,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Neo-Hittite Kingdoms,Neo-Assyrian Empire,tr_neo_hittite_k,iq_neo_assyrian_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Neolithic Crete,Prepalatial Crete,gr_crete_nl,gr_crete_pre_palace,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Neolithic Middle Ganga,Chalcolithic Middle Ganga,in_ganga_nl,in_ganga_ca,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Neolithic Yemen,Yemen - Late Bronze Age,ye_yemen_lnl,ye_yemen_lba,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
New Palace Crete,Monopalatial Crete,gr_crete_new_palace,gr_crete_mono_palace,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Nguyen Dynasty,Modern France I,vt_nguyen_dyn,fr_france_modern_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Nkore,Nkore,ug_nkore_k_1,ug_nkore_k_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Nkore,British Empire II,ug_nkore_k_2,gb_british_emp_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Norman England,Plantagenet England,gb_england_norman,gb_england_plantagenet,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Norman Sicily,Kingdom of Sicily - Hohenstaufen and Angevin dynasties,it_sicily_k_1,it_sicily_k_2,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Northern Maravi Kingdom,Maravi Empire,mw_northern_maravi_k,mw_maravi_emp,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Northern Song,Jin Dynasty,cn_northern_song_dyn,cn_later_great_jin,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Northern Song,Southern Song,cn_northern_song_dyn,cn_southern_song_dyn,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Northern Wei,,cn_northern_wei_dyn,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Novgorod Land,Novgorod Republic,ru_novgorod_land,ru_novgorod_rep,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Novgorod Republic,"Grand Principality of Moscow, Rurikid Dynasty",ru_novgorod_rep,ru_moskva_rurik_dyn,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Numidia,Late Roman Republic,dz_numidia,it_roman_rep_3,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Oaxaca - Rosario,Early Monte Alban I,mx_rosario,mx_monte_alban_1_early,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Oaxaca - San Jose,Oaxaca - Rosario,mx_san_jose,mx_rosario,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Oaxaca - Tierras Largas,Oaxaca - San Jose,mx_tierras_largas,mx_san_jose,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:00:31.021367+00:00
Oghuz Yabgu State,Seljuk Sultanate,kz_oghuz_state,ir_seljuk_sultanate,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Oghuz Yabgu State,Kimek–Kipchak Confederation,kz_oghuz_state,kz_kimek_conf,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Oirats,Zungharian Empire,kz_oirat,mn_zungharian_emp,territorial consolidation,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Old Palace Crete,New Palace Crete,gr_crete_old_palace,gr_crete_new_palace,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Old Swiss Confederacy,Swiss Confederation - early modern period,ch_swiss_conf_1,ch_swiss_conf_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Oman Imamate,Oman Imamate Yaruba Period,om_nabhani_imamate,om_yaruba_imamate,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Oman Imamate Yaruba Period,,om_yaruba_imamate,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Omani Azd Tribe,Umayyad Caliphate,om_azd,sy_umayyad_cal,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Oneota,Early Illinois Confederation,us_oneota,us_early_illinois_confederation,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Orokaiva - Colonial,,pg_orokaiva_colonial,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Orokaiva - Pre-Colonial,Orokaiva - Colonial,pg_orokaiva_pre_colonial,pg_orokaiva_colonial,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Ostrogothic Kingdom,East Roman Empire,it_ostrogoth_k,tr_east_roman_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Ottoman Emirate,Ottoman Empire I,tr_ottoman_emirate,tr_ottoman_emp_1,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Ottoman Empire I,Ottoman Empire II,tr_ottoman_emp_1,tr_ottoman_emp_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Ottoman Empire II,Ottoman Empire III,tr_ottoman_emp_2,tr_ottoman_emp_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Ottoman Empire III,Ottoman Empire IV,tr_ottoman_emp_3,tr_ottoman_emp_4,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Ottoman Empire IV,Republic of Turkey,tr_ottoman_emp_4,tr_turkey_rep,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Oyo,Ilú-ọba Ọ̀yọ́,ni_oyo_emp_1,ni_oyo_emp_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Pala Empire,Sena Dynasty,in_pala_emp,bd_sena_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Pandya Dynasty,Chola Empire,in_pandya_emp_2,in_chola_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Pandya Empire,Delhi Sultanate,in_pandya_emp_3,in_delhi_sultanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Papal States - Early Modern Period I,Papal States - Early Modern Period II,it_papal_state_3,it_papal_state_4,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Papal States - Early Modern Period II,French Kingdom - Late Bourbon,it_papal_state_4,fr_bourbon_k_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Papal States - High Medieval Period,Italian Republic Restoration Period,it_papal_state_1,it_republic_restoration,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Papal States - Renaissance Period,Papal States - Early Modern Period I,it_papal_state_2,it_papal_state_3,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Paramara Dynasty,Delhi Sultanate,in_paramara_dyn,in_delhi_sultanate,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Parthian Empire I,Parthian Empire II,ir_parthian_emp_1,iq_parthian_emp_2,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Parthian Empire II,Sasanid Empire I,iq_parthian_emp_2,ir_sassanid_emp_1,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Peiligang,Yangshao,cn_peiligang,cn_yangshao,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
People's Republic of China,,cn_chinese_peoples_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Pergamon Kingdom,Late Roman Republic,tr_pergamon_k,it_roman_rep_3,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Phoenician Empire,Macedonian Empire,lb_phoenician_emp,gr_macedonian_emp,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Phrygian Kingdom,Kingdom of Lydia,tr_phrygian_k,tr_lydia_k,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Plantagenet England,England Tudor-Stuart,gb_england_plantagenet,gb_tudor_stuart,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Poland-Lithuania Kingdom,Polish–Lithuanian Commonwealth,pl_jagiellonian_dyn,pl_poland_lithuania_commonwealth,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Polish Kingdom - Piast Dynasty,Polish Kingdom - Piast Dynasty Fragmented Period,pl_piast_dyn_1,pl_piast_dyn_2,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Polish Kingdom - Piast Dynasty Fragmented Period,Poland-Lithuania Kingdom,pl_piast_dyn_2,pl_jagiellonian_dyn,elite replacement,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Polish People's Republic,,pl_polish_peoples_rep,,,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Polish–Lithuanian Commonwealth,"Russian Empire, Romanov Dynasty II",pl_poland_lithuania_commonwealth,ru_romanov_dyn_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Polish–Lithuanian Commonwealth,Brandenburg-Prussia,pl_poland_lithuania_commonwealth,de_hohenzollern_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Polish–Lithuanian Commonwealth,Austria - Habsburg Dynasty II,pl_poland_lithuania_commonwealth,at_habsburg_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Polonnaruwa,Dambadaneiya,sl_polonnaruva,sl_dambadeniya,continuity,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Portuguese Empire - Early Modern,Empire of Brazil,pt_portuguese_emp_2,br_brazil_emp,secession,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Portuguese Empire - Early Modern,French Kingdom - Late Bourbon,pt_portuguese_emp_2,fr_bourbon_k_2,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
Portuguese Empire - Renaissance Period,Spanish Empire I,pt_portuguese_emp_1,es_spanish_emp_1,absorption,,,N/A (Direct JSON output),models/gemini-2.5-pro-preview-05-06,N/A (Gemini),2025-05-20T15:06:49.225435+00:00
