NGA|Polity|Section|Subsection|Variable|Value.From|Value.To|Date.From|Date.To|Fact.Type|Value.Note|Date.Note
Susiana|IrSusa1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|inferred absent||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|inferred absent||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred absent||||simple|simple|
Susiana|IrSusa1|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|inferred present||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred absent||||simple|simple|
Susiana|IrSusa2|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|inferred absent||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|inferred absent||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|inferred absent||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|inferred absent||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|inferred absent||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|inferred absent||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|inferred absent||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|inferred absent||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|inferred absent||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|inferred absent||||simple|simple|
Susiana|IrSusa3|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|inferred absent||||simple|simple|
Iceland|IsCommw|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|absent||||simple|simple|
Iceland|IsCommw|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|absent||||simple|simple|
Iceland|IsCommw|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|unknown||930CE|1000CE|complex|list|range
Iceland|IsCommw|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|present||1001CE|1262CE|complex|list|range
Iceland|IsCommw|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|absent||||simple|simple|
Iceland|IsCommw|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|unknown||930CE|1000CE|complex|list|range
Iceland|IsCommw|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|inferred absent||1001CE|1262CE|complex|list|range
Iceland|IsCommw|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|inferred present||930CE|1000CE|complex|list|range
Iceland|IsCommw|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|present||1001CE|1262CE|complex|list|range
Iceland|IsCommw|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|present||||simple|simple|
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|absent||930CE|1000CE|complex|list|range
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moral concern is primary|present||1001CE|1261CE|complex|list|range
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|absent||930CE|1000CE|complex|list|range
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is certain|present||1001CE|1261CE|complex|list|range
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|absent||930CE|1000CE|complex|list|range
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing norms are broad|present||1001CE|1261CE|complex|list|range
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is targeted|present||||simple|simple|
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement of rulers|present||||simple|simple|
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by elites|present||||simple|simple|
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|absent||||simple|uncertain|
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing religion adopted by commoners|present||||simple|uncertain|
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in afterlife|present||||simple|simple|
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement in this life|present||||simple|simple|
Iceland|IsCommw|Religion and Normative Ideology|Moralizing Supernatural Powers|Moralizing enforcement is agentic|present||||simple|simple|
Latium|ItLatBA|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Latium|ItLatBA|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Latium|ItLatBA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Latium|ItLatBA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Latium|ItLatBA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Latium|ItLatBA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Latium|ItLatBA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Latium|ItLatCA|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
Latium|ItLatCA|Religion and Normative Ideology|Deification of Rulers|Rulers are gods|suspected unknown||||simple|simple|
Latium|ItLatCA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological reinforcement of equality|suspected unknown||||simple|simple|
Latium|ItLatCA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates rulers and commoners|suspected unknown||||simple|simple|
Latium|ItLatCA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideological thought equates elites and commoners|suspected unknown||||simple|simple|
Latium|ItLatCA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|Ideology reinforces prosociality|suspected unknown||||simple|simple|
Latium|ItLatCA|Religion and Normative Ideology|Normative Ideological Aspects of Equity and Prosociality|production of public goods|suspected unknown||||simple|simple|
Latium|ItLatIA|Religion and Normative Ideology|Deification of Rulers|Rulers are legitimated by gods|suspected unknown||||simple|simple|
